customer_id,gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,country,state,city,zip_code,total_population,latitude,longitude,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,internet_service,phone_service,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,customer_status,churn_score,churn_label,churn_value,churn_category,churn_reason
0117-LFRMW,Male,52,No,No,Yes,Yes,1,Yes,United States,California,Angwin,94508,3641,38.542448,-122.419923,No,Yes,Yes,Yes,Yes,No,No,No,No,DSL,Month-to-Month,No,Bank transfer (automatic),40.2,0,1448.8,0,0,0,1448.8,37,Yes,No,No,23,Yes,None,Yes,1,2,3627,Churned,80,Yes,1,Competitor,Competitor offered more data
0118-JPNOY,Female,71,No,Yes,No,No,0,No,United States,California,Le Grand,95333,3256,37.249377,-120.249581,Yes,Yes,Yes,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),85.8,33.74,2193.65,0,0,877.24,3070.89,26,Yes,Yes,No,7,Yes,None,No,0,3,5700,Stayed,46,No,0,Not Applicable,N/A
0121-SNYRK,Male,45,No,No,No,No,0,No,United States,California,Redway,95560,1851,40.142256,-123.852927,No,Yes,Yes,No,No,Yes,No,No,No,DSL,One Year,Yes,Mailed check,35.4,0,1748.9,0,0,0,1748.9,50,Yes,No,No,7,Yes,Offer B,No,0,3,5052,Stayed,36,No,0,Not Applicable,N/A
0122-OAHPZ,Female,29,Yes,No,No,No,0,No,United States,California,San Diego,92122,34902,32.85723,-117.209774,Yes,Yes,No,No,No,No,No,No,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,73.85,28.62,511.25,13.03,0,200.34,698.56,7,Yes,Yes,Yes,26,Yes,None,No,0,3,2473,Churned,67,Yes,1,Competitor,Competitor made better offer
0123-CRBRT,Female,62,No,No,Yes,No,0,Yes,United States,California,Monterey Park,91755,26933,34.049172,-118.115022,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Mailed check,88.1,47.19,5526.75,0,0,2878.59,8405.34,61,Yes,Yes,Yes,28,Yes,Offer B,Yes,1,4,5152,Stayed,40,No,0,Not Applicable,N/A
0125-LZQXK,Male,42,No,No,No,No,0,No,United States,California,Big Oak Flat,95305,167,37.818589,-120.256995,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,101.35,45.92,1553.95,0,0,688.8,2242.75,15,Yes,Yes,No,12,Yes,Offer D,No,0,2,3025,Churned,91,Yes,1,Attitude,Attitude of service provider
0128-MKWSG,Female,51,No,No,No,Yes,2,No,United States,California,Stevenson Ranch,91381,9937,34.364153,-118.615583,No,Yes,Yes,No,No,Yes,No,Yes,Yes,DSL,Month-to-Month,No,Mailed check,45.8,0,1147,0,0,0,1147,26,Yes,No,No,19,Yes,None,No,0,4,3287,Stayed,45,No,0,Not Applicable,N/A
0129-KPTWJ,Male,39,No,No,Yes,No,0,Yes,United States,California,North Highlands,95660,32202,38.671295,-121.388251,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.65,33.22,6747.35,0,0,2391.84,9139.19,72,Yes,Yes,No,23,Yes,None,Yes,9,3,5943,Stayed,20,No,0,Not Applicable,N/A
0129-QMPDR,Male,64,No,No,Yes,No,0,Yes,United States,California,La Puente,91746,30802,34.038983,-117.991372,Yes,No,No,No,No,No,No,No,No,None,One Year,Yes,Bank transfer (automatic),20.5,27.4,865.05,0,0,1205.6,2070.65,44,No,Yes,No,0,No,None,Yes,1,3,3093,Stayed,59,No,0,Not Applicable,N/A
0130-SXOUN,Male,55,No,No,No,No,0,No,United States,California,Glenhaven,95443,175,39.045246,-122.743181,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Credit card (automatic),89.4,48.78,5976.9,36.02,40,3219.48,9200.36,66,Yes,Yes,Yes,8,No,Offer A,No,0,3,4889,Stayed,49,No,0,Not Applicable,N/A
0133-BMFZO,Female,40,No,No,No,No,0,No,United States,California,Alhambra,91803,30635,34.074736,-118.145959,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,86.25,36.81,181.65,0,0,73.62,255.27,2,Yes,Yes,No,16,Yes,None,No,0,2,3529,Churned,94,Yes,1,Competitor,Competitor offered higher download speeds
0134-XWXCE,Female,76,No,Yes,No,No,0,No,United States,California,Santa Monica,90403,23559,34.031529,-118.491156,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,One Year,No,Bank transfer (automatic),74.85,7.72,3268.05,17.91,0,339.68,3589.82,44,Yes,Yes,No,17,Yes,None,No,0,5,3253,Stayed,71,No,0,Not Applicable,N/A
0135-NMXAP,Female,57,No,No,No,No,0,No,United States,California,Lodi,95240,45755,38.123544,-121.159078,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),89.75,14.38,1052.4,0,0,172.56,1224.96,12,Yes,Yes,Yes,6,Yes,Offer D,No,0,3,5671,Churned,90,Yes,1,Attitude,Attitude of support person
0136-IFMYD,Male,71,No,Yes,Yes,No,0,Yes,United States,California,Los Angeles,90001,54492,33.973616,-118.24902,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic,Two Year,Yes,Electronic check,109.95,18.41,7634.25,0,0,1270.29,8904.54,69,Yes,Yes,Yes,17,Yes,None,Yes,1,5,4297,Stayed,63,No,0,Not Applicable,N/A
0137-OCGAB,Female,25,Yes,No,No,No,0,No,United States,California,Fairfield,94533,77683,38.287136,-122.02711,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,80.2,1.23,80.2,0,0,1.23,81.43,1,Yes,Yes,Yes,69,Yes,Offer E,No,0,3,3056,Churned,90,Yes,1,Price,Lack of affordable download/upload speed
0137-UDEUO,Female,24,Yes,No,No,No,0,No,United States,California,Stockton,95204,30476,37.974498,-121.319568,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,No,Mailed check,19.85,25.75,63.75,0,0,77.25,141,3,No,Yes,No,0,No,Offer E,No,0,1,3398,Churned,95,Yes,1,Price,Long distance charges
0139-IVFJG,Female,19,Yes,No,Yes,No,0,Yes,United States,California,Temecula,92592,46171,33.507255,-117.029473,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,90.35,4.65,190.5,0,0,9.3,199.8,2,Yes,Yes,No,53,Yes,None,Yes,10,3,5361,Joined,29,No,0,Not Applicable,N/A
0141-YEAYS,Female,77,No,Yes,No,No,0,No,United States,California,Fallbrook,92028,42239,33.362575,-117.299644,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,Two Year,Yes,Bank transfer (automatic),86.45,2.97,2401.05,0,0,80.19,2481.24,27,Yes,Yes,Yes,4,Yes,None,No,0,4,5990,Stayed,77,No,0,Not Applicable,N/A
0142-GVYSN,Male,57,No,No,No,No,0,No,United States,California,Randsburg,93554,117,35.405722,-117.773354,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,Yes,Electronic check,20.3,13.34,511.25,0,0,346.84,858.09,26,No,Yes,No,0,No,Offer C,No,0,5,5712,Stayed,68,No,0,Not Applicable,N/A
0147-ESWWR,Female,73,No,Yes,Yes,No,0,Yes,United States,California,Atascadero,93422,29539,35.453912,-120.69461,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,101.25,20.15,3949.15,0,0,785.85,4735,39,Yes,Yes,Yes,21,Yes,None,Yes,9,4,3172,Stayed,77,No,0,Not Applicable,N/A
0148-DCDOS,Male,41,No,No,No,No,0,No,United States,California,Planada,95365,4150,37.329725,-120.306399,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),94.7,34.88,2362.1,0,0,872,3234.1,25,Yes,Yes,Yes,8,Yes,None,No,0,1,5641,Churned,82,Yes,1,Competitor,Competitor had better devices
0151-ONTOV,Female,43,No,No,No,No,0,No,United States,California,Moorpark,93021,32984,34.312945,-118.858169,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,70.9,39.81,70.9,0,0,39.81,110.71,1,Yes,Yes,No,23,Yes,Offer E,No,0,1,4739,Churned,78,Yes,1,Competitor,Competitor had better devices
0156-FVPTA,Male,48,No,No,Yes,No,0,Yes,United States,California,Solvang,93463,7958,34.624399,-120.137875,Yes,Yes,Yes,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,54.2,27.24,1152.7,0,0,599.28,1751.98,22,Yes,Yes,No,21,Yes,Offer D,Yes,1,2,5102,Churned,87,Yes,1,Attitude,Attitude of service provider
0164-APGRB,Female,56,No,No,No,No,0,No,United States,California,Calistoga,94515,7384,38.629618,-122.593216,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,114.9,48.37,8496.7,0,0,3482.64,11979.34,72,Yes,Yes,Yes,5,Yes,Offer A,No,0,4,4589,Stayed,69,No,0,Not Applicable,N/A
0164-XAIRP,Female,51,No,No,No,No,0,No,United States,California,La Mirada,90638,47568,33.902045,-118.008961,Yes,No,No,No,No,No,No,No,No,None,Two Year,Yes,Bank transfer (automatic),19.55,10.64,470.2,0,0,255.36,725.56,24,No,Yes,No,0,No,None,No,0,5,2511,Stayed,34,No,0,Not Applicable,N/A
0168-XZKBB,Female,34,No,No,Yes,No,0,Yes,United States,California,Boron,93516,2241,34.95703,-117.73045,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,86.85,7.84,1564.4,0,0,148.96,1713.36,19,Yes,Yes,Yes,16,Yes,None,Yes,8,5,5072,Stayed,64,No,0,Not Applicable,N/A
0174-QRVVY,Male,21,Yes,No,Yes,Yes,2,Yes,United States,California,San Marcos,92078,6760,33.119028,-117.166036,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Credit card (automatic),25.35,9.2,1847.55,0,0,653.2,2500.75,71,No,Yes,Yes,0,No,None,Yes,2,5,5747,Stayed,68,No,0,Not Applicable,N/A
0177-PXBAT,Male,78,No,Yes,Yes,No,0,Yes,United States,California,Desert Center,92239,964,33.889605,-115.257009,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),109.9,25.15,3694.7,0,0,829.95,4524.65,33,Yes,Yes,Yes,20,Yes,None,Yes,7,3,5655,Stayed,59,No,0,Not Applicable,N/A
0178-CIIKR,Female,60,No,No,No,No,0,No,United States,California,Crows Landing,95313,1508,37.435664,-121.049056,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,No,Mailed check,19.95,2.69,58,0,0,8.07,66.07,3,No,Yes,No,0,No,None,No,0,3,5949,Joined,74,No,0,Not Applicable,N/A
0178-SZBHO,Male,54,No,No,Yes,Yes,1,Yes,United States,California,Tuolumne,95379,3979,37.939768,-120.188002,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,87.2,1.09,4017.45,0,0,51.23,4068.68,47,Yes,Yes,Yes,13,Yes,None,Yes,7,3,3760,Stayed,76,No,0,Not Applicable,N/A
0181-RITDD,Male,42,No,No,Yes,Yes,3,Yes,United States,California,San Diego,92120,25569,32.807867,-117.060993,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Mailed check,108.15,1.76,6825.65,0,0,109.12,6934.77,62,Yes,Yes,No,20,Yes,None,Yes,2,4,5298,Stayed,43,No,0,Not Applicable,N/A
0186-CAERR,Male,22,Yes,No,No,No,0,No,United States,California,Auburn,95603,24944,38.912881,-121.082766,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),116.3,2.88,8309.55,0,0,204.48,8514.03,71,Yes,Yes,Yes,48,Yes,None,No,0,4,4644,Stayed,59,No,0,Not Applicable,N/A
0187-QSXOE,Male,71,No,Yes,Yes,No,0,Yes,United States,California,Fresno,93725,21010,36.623632,-119.741322,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,89,41.97,605.45,0,0,293.79,899.24,7,Yes,Yes,No,11,Yes,None,Yes,8,4,5711,Stayed,36,No,0,Not Applicable,N/A
0187-WZNAB,Female,56,No,No,Yes,Yes,2,Yes,United States,California,Del Rey,93616,1965,36.657462,-119.595293,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,74.4,46.66,1972.35,0,0,1259.82,3232.17,27,Yes,Yes,No,28,Yes,Offer C,Yes,6,3,4331,Stayed,57,No,0,Not Applicable,N/A
0188-GWFLE,Male,33,No,No,No,No,0,No,United States,California,Redwood City,94065,10658,37.527497,-122.230941,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,No,Mailed check,20.05,1.81,33.7,0,0,3.62,37.32,2,No,Yes,No,0,No,None,No,0,3,4978,Joined,59,No,0,Not Applicable,N/A
0191-EQUUH,Female,32,No,No,No,Yes,3,No,United States,California,Landers,92285,2182,34.341737,-116.539416,No,Yes,Yes,No,No,Yes,No,No,No,Cable,Two Year,No,Bank transfer (automatic),35.05,0,844.45,0,0,0,844.45,25,Yes,No,No,75,Yes,Offer C,No,0,4,2754,Stayed,69,No,0,Not Applicable,N/A
0191-ZHSKZ,Male,80,No,Yes,No,No,0,No,United States,California,Hawthorne,90250,93315,33.914775,-118.348083,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,DSL,One Year,Yes,Electronic check,74.75,38.61,2111.3,0,0,1158.3,3269.6,30,Yes,Yes,No,5,Yes,None,No,0,4,3033,Stayed,55,No,0,Not Applicable,N/A
0193-ESZXP,Female,73,No,Yes,Yes,No,0,Yes,United States,California,Oceano,93445,7435,35.059695,-120.604741,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),105.5,16.94,6205.5,0,0,982.52,7188.02,58,Yes,Yes,No,19,Yes,None,Yes,1,1,5067,Churned,91,Yes,1,Attitude,Attitude of support person
0195-IESCP,Male,26,Yes,No,Yes,No,0,Yes,United States,California,Armona,93202,2872,36.315979,-119.710852,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,85.25,2.02,855.3,0,100,20.2,975.5,10,Yes,Yes,Yes,82,No,Offer D,Yes,1,3,3573,Churned,75,Yes,1,Competitor,Competitor offered more data
0196-JTUQI,Female,59,No,No,No,No,0,No,United States,California,Clarksburg,95612,1417,38.384648,-121.578701,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),75.2,9.27,633.85,0,0,83.43,717.28,9,Yes,Yes,Yes,28,Yes,None,No,0,5,5841,Stayed,68,No,0,Not Applicable,N/A
0196-VULGZ,Female,78,No,Yes,Yes,No,0,Yes,United States,California,Irvine,92620,26419,33.716136,-117.752574,Yes,Yes,No,No,No,No,No,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,84.35,28.71,474.9,0,0,172.26,647.16,6,Yes,Yes,Yes,17,Yes,None,Yes,1,3,5721,Churned,77,Yes,1,Other,Deceased
0197-PNKNK,Female,47,No,No,Yes,Yes,1,Yes,United States,California,Scotts Valley,95066,14574,37.070177,-122.010077,Yes,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic,One Year,No,Bank transfer (automatic),84.45,38.92,5848.6,0,40,2685.48,8574.08,69,Yes,Yes,Yes,16,No,None,Yes,7,3,5629,Stayed,49,No,0,Not Applicable,N/A
0201-MIBOL,Female,68,No,Yes,No,No,0,No,United States,California,Salida,95368,12466,37.713152,-121.08739,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),102.4,10.45,6471.85,0,0,689.7,7161.55,66,Yes,Yes,Yes,20,Yes,None,No,0,3,4861,Stayed,69,No,0,Not Applicable,N/A
0201-OAMXR,Female,30,No,No,No,No,0,No,United States,California,Mckinleyville,95519,15921,40.965011,-124.015255,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,No,Credit card (automatic),115.55,10.21,8127.6,0,0,714.7,8842.3,70,Yes,Yes,Yes,52,Yes,Offer A,No,0,1,4838,Churned,87,Yes,1,Dissatisfaction,Network reliability
0203-HHYIJ,Male,62,No,No,No,No,0,No,United States,California,Atherton,94027,6876,37.454924,-122.203168,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Bank transfer (automatic),25.3,5.57,676.35,0,0,139.25,815.6,25,No,Yes,Yes,0,No,Offer C,No,0,3,3779,Churned,79,Yes,1,Price,Long distance charges
0206-OYVOC,Female,52,No,No,Yes,Yes,2,Yes,United States,California,Huntington Beach,92649,32304,33.721917,-118.043237,Yes,No,No,No,No,No,No,No,No,None,Two Year,Yes,Mailed check,19.25,24.33,864.2,0,0,1119.18,1983.38,46,No,Yes,No,0,No,Offer B,Yes,1,5,5596,Stayed,77,No,0,Not Applicable,N/A
0206-TBWLC,Female,63,No,No,Yes,No,0,Yes,United States,California,Calimesa,92320,7334,33.982787,-117.057627,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Mailed check,114.65,11.4,6049.5,0,0,615.6,6665.1,54,Yes,Yes,Yes,26,Yes,Offer B,Yes,7,4,4488,Stayed,67,No,0,Not Applicable,N/A
0207-MDKNV,Female,54,No,No,No,No,0,No,United States,California,Daly City,94014,47453,37.691561,-122.445202,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,105.1,22.39,1582.75,0,0,335.85,1918.6,15,Yes,Yes,No,7,Yes,None,No,0,1,2122,Churned,84,Yes,1,Competitor,Competitor made better offer
0208-BPQEJ,Female,48,No,No,Yes,Yes,1,Yes,United States,California,Middletown,95461,7789,38.787446,-122.58675,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,No,Bank transfer (automatic),19.4,8.25,198.1,0,0,99,297.1,12,No,Yes,No,0,No,Offer D,No,0,3,3713,Stayed,29,No,0,Not Applicable,N/A
0212-ISBBF,Female,51,No,No,No,No,0,No,United States,California,Berkeley,94705,12448,37.858898,-122.240512,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,50.35,0,1098.85,0,0,0,1098.85,22,Yes,No,No,22,Yes,None,No,0,3,2875,Stayed,73,No,0,Not Applicable,N/A
0214-JHPFW,Female,22,Yes,No,Yes,No,0,Yes,United States,California,Lost Hills,93249,2502,35.637715,-119.893068,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),57.8,0,4039.3,1.01,0,0,4038.29,70,Yes,No,No,85,Yes,None,Yes,9,4,5640,Stayed,42,No,0,Not Applicable,N/A
0215-BQKGS,Male,52,No,No,No,No,0,No,United States,California,Garden Grove,92844,23481,33.766476,-117.969795,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),84.3,24.73,2438.6,0,130,741.9,3310.5,30,Yes,Yes,No,20,No,Offer C,No,0,4,5393,Stayed,66,No,0,Not Applicable,N/A
0218-QNVAS,Male,22,Yes,No,Yes,Yes,1,Yes,United States,California,Indio,92203,2743,33.752938,-116.230055,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Bank transfer (automatic),100.55,28.34,7113.75,16.99,0,2012.14,9108.9,71,Yes,Yes,Yes,59,Yes,Offer A,Yes,1,5,5876,Stayed,37,No,0,Not Applicable,N/A
0219-QAERP,Male,33,No,No,Yes,No,0,Yes,United States,California,Oxnard,93033,77791,34.156629,-119.117218,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Credit card (automatic),19.8,9.81,576.65,0,0,294.3,870.95,30,No,Yes,No,0,No,None,Yes,2,5,4006,Stayed,74,No,0,Not Applicable,N/A
0219-YTZUE,Male,26,Yes,No,Yes,No,0,Yes,United States,California,San Diego,92122,34902,32.85723,-117.209774,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),84.8,28.77,371.9,0,0,115.08,486.98,4,Yes,Yes,Yes,19,Yes,Offer E,Yes,5,3,4939,Churned,73,Yes,1,Competitor,Competitor made better offer
0220-EBGCE,Male,58,No,No,No,No,0,No,United States,California,Escondido,92027,48690,33.141265,-116.967221,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,85.85,14.14,167.3,0,0,28.28,195.58,2,Yes,Yes,No,28,Yes,Offer E,No,0,1,3273,Churned,67,Yes,1,Competitor,Competitor made better offer
0221-NAUXK,Male,22,Yes,No,No,Yes,1,No,United States,California,Moreno Valley,92553,61205,33.923149,-117.244933,Yes,No,No,No,No,No,No,No,No,None,One Year,Yes,Bank transfer (automatic),19.95,7.86,219.5,0,0,78.6,298.1,10,No,Yes,No,0,No,None,No,0,5,3044,Stayed,48,No,0,Not Applicable,N/A
0221-WMXNQ,Male,66,No,Yes,No,No,0,No,United States,California,Chino,91710,75319,33.990646,-117.663025,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,One Year,No,Electronic check,75.35,36.4,273.4,0,0,145.6,419,4,Yes,Yes,No,29,Yes,Offer E,No,0,3,4033,Stayed,40,No,0,Not Applicable,N/A
0222-CNVPT,Male,69,No,Yes,No,No,0,No,United States,California,Sacramento,95820,37031,38.53508,-121.444144,No,Yes,Yes,No,No,No,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),48.8,0,2555.05,0,0,0,2555.05,52,Yes,No,No,19,Yes,Offer B,No,0,3,4865,Stayed,67,No,0,Not Applicable,N/A
0224-HJAPT,Male,25,Yes,No,No,No,0,No,United States,California,San Diego,92117,51213,32.825086,-117.199424,Yes,Yes,No,No,No,No,No,No,Yes,Cable,Month-to-Month,No,Electronic check,47.15,22.01,223.15,0,0,110.05,333.2,5,Yes,Yes,Yes,85,Yes,None,No,0,2,2857,Churned,82,Yes,1,Competitor,Competitor made better offer
0224-NIJLP,Male,30,No,No,Yes,Yes,3,Yes,United States,California,Turlock,95380,40545,37.474396,-120.875917,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Mailed check,20.15,2.87,165.5,0,0,22.96,188.46,8,No,Yes,No,0,No,Offer E,Yes,1,4,3899,Stayed,32,No,0,Not Applicable,N/A
0224-RLWWD,Female,73,No,Yes,No,No,0,No,United States,California,Calexico,92231,27804,32.690654,-115.431225,Yes,Yes,No,No,No,No,No,No,No,Cable,One Year,Yes,Electronic check,44.3,23.91,89.3,0,0,47.82,137.12,2,Yes,Yes,No,22,Yes,Offer E,No,0,3,3805,Joined,44,No,0,Not Applicable,N/A
0225-ZORZP,Male,46,No,No,No,No,0,No,United States,California,Groveland,95321,3680,37.902968,-119.667544,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,84.3,13.72,235.05,0,0,41.16,276.21,3,Yes,Yes,No,26,Yes,Offer E,No,0,5,5828,Joined,43,No,0,Not Applicable,N/A
0228-MAUWC,Male,40,No,No,No,No,0,No,United States,California,Los Gatos,95033,10172,37.160194,-121.945611,Yes,Yes,No,No,Yes,Yes,No,No,No,DSL,Month-to-Month,No,Electronic check,59.55,11.85,1144.6,0,0,225.15,1369.75,19,Yes,Yes,Yes,18,Yes,Offer D,No,0,4,3949,Stayed,39,No,0,Not Applicable,N/A
0229-LFJAF,Male,53,No,No,No,No,0,No,United States,California,Clovis,93611,46858,36.917652,-119.593757,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,No,Bank transfer (automatic),69.65,3.66,4908.25,0,0,263.52,5171.77,72,Yes,Yes,Yes,13,Yes,Offer A,No,0,5,4262,Stayed,32,No,0,Not Applicable,N/A
0230-UBYPQ,Male,76,No,Yes,Yes,No,0,Yes,United States,California,Hyampom,96046,268,40.648024,-123.465088,No,Yes,Yes,No,No,Yes,No,No,No,DSL,One Year,No,Bank transfer (automatic),36.1,0,2298.9,0,0,0,2298.9,63,Yes,No,No,7,Yes,Offer B,Yes,2,3,5089,Stayed,48,No,0,Not Applicable,N/A
0230-WEQUW,Male,38,No,No,Yes,No,0,Yes,United States,California,Woodland Hills,91364,25988,34.153733,-118.593408,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,Yes,Bank transfer (automatic),56.6,0,3789.2,0,0,0,3789.2,66,Yes,No,No,29,Yes,None,Yes,1,4,5500,Stayed,77,No,0,Not Applicable,N/A
0231-LXVAP,Male,23,Yes,No,No,No,0,No,United States,California,Temecula,92592,46171,33.507255,-117.029473,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.9,44.56,75.9,0,0,44.56,120.46,1,Yes,Yes,No,27,Yes,None,No,0,3,3389,Churned,66,Yes,1,Competitor,Competitor made better offer
0233-FTHAV,Female,24,Yes,No,No,No,0,No,United States,California,Livingston,95334,12672,37.361987,-120.748394,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),79.2,15.29,4765,0,0,917.4,5682.4,60,Yes,Yes,Yes,48,Yes,None,No,0,3,5687,Stayed,49,No,0,Not Applicable,N/A
0234-TEVTT,Female,43,No,No,Yes,Yes,3,Yes,United States,California,Tulare,93274,56101,36.185471,-119.375243,No,Yes,Yes,No,Yes,No,No,Yes,Yes,DSL,One Year,No,Credit card (automatic),45,0,2196.3,0,0,0,2196.3,48,Yes,No,No,22,Yes,None,Yes,3,3,5269,Stayed,21,No,0,Not Applicable,N/A
0235-KGSLC,Female,45,No,No,No,No,0,No,United States,California,Buellton,93427,4644,34.631362,-120.238218,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),85.55,33.34,85.55,0,0,33.34,118.89,1,Yes,Yes,No,4,Yes,Offer E,No,0,2,3967,Churned,86,Yes,1,Other,Moved
0236-HFWSV,Male,49,No,No,No,No,0,No,United States,California,Palmdale,93552,25370,34.557711,-118.029441,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,93.35,48.93,1444.65,0,0,733.95,2178.6,15,Yes,Yes,Yes,15,Yes,None,No,0,1,5264,Churned,77,Yes,1,Competitor,Competitor had better devices
0237-YFUTL,Female,62,No,No,Yes,No,0,Yes,United States,California,Midway City,92655,8660,33.744439,-117.98588,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),109.65,34.57,5405.8,0,0,1728.5,7134.3,50,Yes,Yes,Yes,13,Yes,Offer B,Yes,4,3,4676,Stayed,21,No,0,Not Applicable,N/A
